move_num,eval_before,eval_diff,board_piece_count,classification,player_elo
16,-98,77,31,Mistake,1200
18,-184,128,30,Mistake,1200
27,379,185,28,Blunder,1200
51,176,67,24,Mistake,1200
52,-112,82,24,Mistake,1200
54,-224,89,24,Mistake,1200
62,-390,139,22,Mistake,1200
64,-584,335,22,Blunder,1200
16,-4,197,30,Blunder,1200
24,-189,67,28,Mistake,1200
25,267,99,28,Mistake,1200
28,-132,121,28,Mistake,1200
32,-363,9631,28,Blunder,1200
16,27,53,30,Mistake,1200
18,-12,58,30,Mistake,1200
24,-30,59,28,Mistake,1200
25,104,88,28,Mistake,1200
55,11,64,22,Mistake,1200
60,22,102,18,Mistake,1200
61,69,69,18,Mistake,1200
65,77,109,18,Mistake,1200
66,33,101,18,Mistake,1200
67,79,97,18,Mistake,1200
73,-13,205,17,Blunder,1200
75,-272,82,17,Mistake,1200
77,-410,66,16,Mistake,1200
78,465,247,16,Blunder,1200
84,284,88,14,Mistake,1200
86,230,54,14,Mistake,1200
87,-164,219,14,Blunder,1200
89,-447,122,14,Mistake,1200
94,1187,318,14,Blunder,1200
97,-978,9019,14,Blunder,1200
1,39,69,32,Mistake,1200
12,22,90,32,Mistake,1200
40,57,51,28,Mistake,1200
49,-2,53,24,Mistake,1200
50,53,70,24,Mistake,1200
53,-10,91,24,Mistake,1200
73,-78,99,20,Mistake,1200
74,186,100,20,Mistake,1200
75,-90,74,20,Mistake,1200
76,157,163,20,Blunder,1200
78,-6,91,19,Mistake,1200
83,71,61,19,Mistake,1200
88,0,78,19,Mistake,1200
92,0,177,19,Blunder,1200
113,134,134,19,Mistake,1200
129,43,97,17,Mistake,1200
130,51,68,17,Mistake,1200
132,0,169,17,Blunder,1200
134,-117,243,17,Blunder,1200
136,-422,119,17,Mistake,1200
139,635,94,17,Mistake,1200
141,603,191,17,Blunder,1200
142,-373,287,17,Blunder,1200
12,-31,97,30,Mistake,1200
13,123,54,30,Mistake,1200
22,-125,108,26,Mistake,1200
23,250,180,26,Blunder,1200
25,87,89,26,Mistake,1200
31,41,90,24,Mistake,1200
33,-36,90,24,Mistake,1200
34,122,63,24,Mistake,1200
37,-63,65,24,Mistake,1200
38,166,92,24,Mistake,1200
40,55,62,24,Mistake,1200
48,23,56,22,Mistake,1200
56,6,69,21,Mistake,1200
69,179,73,21,Mistake,1200
71,133,74,21,Mistake,1200
72,-49,79,21,Mistake,1200
79,183,55,19,Mistake,1200
81,184,64,19,Mistake,1200
82,-99,58,19,Mistake,1200
85,217,69,19,Mistake,1200
86,-147,50,19,Mistake,1200
92,-183,158,19,Blunder,1200
93,374,100,19,Mistake,1200
95,303,56,19,Mistake,1200
103,307,56,17,Mistake,1200
105,293,77,17,Mistake,1200
110,-224,59,15,Mistake,1200
111,311,66,15,Mistake,1200
117,270,130,15,Mistake,1200
123,109,100,11,Mistake,1200
128,-15,60,11,Mistake,1200
132,-13,107,9,Mistake,1200
134,-21,123,9,Mistake,1200
135,103,129,9,Mistake,1200
2,-34,69,32,Mistake,1200
14,-111,78,30,Mistake,1200
15,205,81,30,Mistake,1200
21,201,107,28,Mistake,1200
22,-74,156,28,Blunder,1200
23,259,127,28,Mistake,1200
26,-127,60,28,Mistake,1200
27,204,71,28,Mistake,1200
28,-120,151,28,Blunder,1200
29,288,88,28,Mistake,1200
33,222,64,28,Mistake,1200
34,-154,63,28,Mistake,1200
35,214,108,28,Mistake,1200
45,176,68,22,Mistake,1200
46,-111,110,22,Mistake,1200
48,-211,58,21,Mistake,1200
49,259,56,21,Mistake,1200
54,-227,67,19,Mistake,1200
55,297,62,19,Mistake,1200
60,-240,84,19,Mistake,1200
61,283,100,19,Mistake,1200
70,-255,50,17,Mistake,1200
71,298,55,17,Mistake,1200
72,-222,93,17,Mistake,1200
78,-261,52,17,Mistake,1200
80,-282,71,17,Mistake,1200
81,336,68,17,Mistake,1200
82,-261,56,17,Mistake,1200
83,336,67,17,Mistake,1200
84,-254,108,17,Mistake,1200
86,-425,64,17,Mistake,1200
103,592,75,14,Mistake,1200
104,-501,76,14,Mistake,1200
108,-733,71,10,Mistake,1200
109,810,198,10,Blunder,1200
6,-18,71,32,Mistake,1200
14,-94,56,30,Mistake,1200
15,141,73,30,Mistake,1200
18,-21,63,30,Mistake,1200
32,-90,90,26,Mistake,1200
33,218,132,26,Mistake,1200
34,-55,92,26,Mistake,1200
36,-144,114,26,Mistake,1200
44,-331,176,24,Blunder,1200
62,-558,9439,17,Blunder,1200
14,-49,93,30,Mistake,1200
16,-132,157,30,Blunder,1200
21,296,57,28,Mistake,1200
48,-91,81,22,Mistake,1200
51,51,51,22,Mistake,1200
4,-39,51,32,Mistake,1200
8,-58,91,32,Mistake,1200
12,-89,65,32,Mistake,1200
22,-161,139,32,Mistake,1200
24,-222,109,32,Mistake,1200
25,343,177,32,Blunder,1200
26,-154,159,32,Blunder,1200
27,300,67,32,Mistake,1200
44,-238,98,28,Mistake,1200
45,381,163,28,Blunder,1200
47,267,112,27,Mistake,1200
48,-197,230,26,Blunder,1200
10,-11,75,32,Mistake,1200
11,93,155,32,Blunder,1200
18,63,89,32,Mistake,1200
19,20,59,32,Mistake,1200
21,-42,59,32,Mistake,1200
72,-3,135,14,Mistake,1200
80,-176,73,12,Mistake,1200
87,199,150,12,Blunder,1200
110,0,113,6,Mistake,1200
15,49,94,30,Mistake,1200
18,49,138,30,Mistake,1200
25,136,68,30,Mistake,1200
34,-66,136,26,Mistake,1200
45,170,71,26,Mistake,1200
46,-87,104,26,Mistake,1200
52,-178,70,24,Mistake,1200
53,258,85,24,Mistake,1200
62,-212,102,21,Mistake,1200
63,314,169,21,Blunder,1200
67,156,95,20,Mistake,1200
75,14,100,17,Mistake,1200
79,-40,222,15,Blunder,1200
82,310,171,13,Blunder,1200
87,-95,71,11,Mistake,1200
88,163,63,11,Mistake,1200
90,130,56,11,Mistake,1200
97,-54,66,11,Mistake,1200
104,68,100,11,Mistake,1200
3,26,67,32,Mistake,1200
23,-101,432,30,Blunder,1200
28,568,57,29,Mistake,1200
33,-516,54,27,Mistake,1200
35,-591,65,27,Mistake,1200
38,641,71,27,Mistake,1200
40,617,143,27,Mistake,1200
46,518,52,23,Mistake,1200
52,528,92,21,Mistake,1200
53,-430,145,21,Mistake,1200
57,-500,156,20,Blunder,1200
15,30,107,28,Mistake,1200
21,-79,95,25,Mistake,1200
25,-92,87,25,Mistake,1200
27,-161,143,25,Mistake,1200
28,300,50,25,Mistake,1200
34,257,51,25,Mistake,1200
35,-226,155,25,Blunder,1200
39,-363,53,25,Mistake,1200
63,-656,61,20,Mistake,1200
22,-18,88,32,Mistake,1200
23,126,124,32,Mistake,1200
57,100,55,24,Mistake,1200
64,7,82,18,Mistake,1200
72,-151,399,14,Blunder,1200
6,-18,51,32,Mistake,1200
16,-85,143,28,Mistake,1200
20,-247,52,28,Mistake,1200
21,278,99,28,Mistake,1200
22,-170,52,28,Mistake,1200
24,-207,61,28,Mistake,1200
41,259,51,21,Mistake,1200
46,-227,73,17,Mistake,1200
48,-288,74,17,Mistake,1200
57,397,50,15,Mistake,1200
60,-369,80,14,Mistake,1200
69,564,98,10,Mistake,1200
71,534,210,10,Blunder,1200
72,-367,150,10,Blunder,1200
16,19,53,30,Mistake,1200
19,26,55,30,Mistake,1200
36,-53,50,28,Mistake,1200
39,117,85,28,Mistake,1200
51,1,77,22,Mistake,1200
67,0,69,20,Mistake,1200
69,0,51,20,Mistake,1200
75,0,54,20,Mistake,1200
81,-105,142,20,Mistake,1200
82,286,155,20,Blunder,1200
85,-84,126,20,Mistake,1200
87,-216,166,20,Blunder,1200
92,407,64,18,Mistake,1200
95,-419,75,18,Mistake,1200
97,-582,9414,18,Blunder,1200
17,35,89,30,Mistake,1200
25,-30,85,26,Mistake,1200
30,103,63,24,Mistake,1200
38,88,101,24,Mistake,1200
43,9,164,22,Blunder,1200
51,-82,395,20,Blunder,1200
64,495,99,13,Mistake,1200
67,-483,95,13,Mistake,1200
70,537,60,11,Mistake,1200
6,-53,51,32,Mistake,1200
24,-153,78,32,Mistake,1200
26,-218,143,31,Mistake,1200
31,380,77,28,Mistake,1200
32,-341,67,28,Mistake,1200
33,422,165,28,Blunder,1200
35,272,51,28,Mistake,1200
37,261,136,28,Mistake,1200
38,-125,105,28,Mistake,1200
41,232,59,28,Mistake,1200
44,-152,185,28,Blunder,1200
49,472,172,26,Blunder,1200
53,301,64,24,Mistake,1200
56,-227,74,21,Mistake,1200
58,-279,181,19,Blunder,1200
63,580,90,19,Mistake,1200
65,576,94,18,Mistake,1200
73,530,81,17,Mistake,1200
74,-496,90,17,Mistake,1200
77,651,56,17,Mistake,1200
37,35,129,22,Mistake,1200
38,75,79,22,Mistake,1200
40,0,66,22,Mistake,1200
44,-56,87,22,Mistake,1200
49,174,174,22,Blunder,1200
8,-25,67,32,Mistake,1200
11,86,79,32,Mistake,1200
12,-3,76,32,Mistake,1200
14,-88,50,32,Mistake,1200
26,-119,113,26,Mistake,1200
27,241,136,26,Mistake,1200
28,-105,152,26,Blunder,1200
31,258,64,26,Mistake,1200
32,-194,65,26,Mistake,1200
33,280,77,26,Mistake,1200
34,-187,139,26,Mistake,1200
35,371,208,26,Blunder,1200
37,153,75,26,Mistake,1200
41,71,162,24,Blunder,1200
43,-35,50,24,Mistake,1200
48,112,105,22,Mistake,1200
51,-3,358,22,Blunder,1200
68,530,124,17,Mistake,1200
69,-352,104,17,Mistake,1200
70,450,92,17,Mistake,1200
36,-10,100,22,Mistake,1200
40,-133,56,20,Mistake,1200
41,207,70,20,Mistake,1200
45,179,159,20,Blunder,1200
21,-66,64,32,Mistake,1200
38,90,65,28,Mistake,1200
40,75,76,28,Mistake,1200
55,-34,62,23,Mistake,1200
56,126,102,23,Mistake,1200
60,18,110,21,Mistake,1200
63,92,77,19,Mistake,1200
77,-28,51,19,Mistake,1200
81,-51,95,19,Mistake,1200
85,-157,266,17,Blunder,1200
92,614,92,17,Mistake,1200
93,-555,9438,17,Blunder,1200
20,-21,117,32,Mistake,1200
21,118,84,32,Mistake,1200
23,59,57,32,Mistake,1200
38,30,70,29,Mistake,1200
48,-33,177,27,Blunder,1200
52,-131,121,24,Mistake,1200
57,291,59,21,Mistake,1200
59,315,64,21,Mistake,1200
67,334,84,19,Mistake,1200
74,-232,80,19,Mistake,1200
79,351,52,19,Mistake,1200
80,-318,65,19,Mistake,1200
85,402,82,16,Mistake,1200
87,392,65,16,Mistake,1200
91,410,54,16,Mistake,1200
99,403,123,14,Mistake,1200
113,293,292,12,Blunder,1200
115,-5,305,12,Blunder,1200
117,-280,66,11,Mistake,1200
121,-400,64,11,Mistake,1200
137,-558,70,8,Mistake,1200
13,26,56,32,Mistake,1200
21,-38,100,30,Mistake,1200
23,-125,87,30,Mistake,1200
27,-223,197,29,Blunder,1200
30,433,144,28,Mistake,1200
33,-256,82,26,Mistake,1200
34,363,105,26,Mistake,1200
37,-255,100,25,Mistake,1200
43,-370,56,22,Mistake,1200
46,416,58,20,Mistake,1200
68,549,74,12,Mistake,1200
70,531,67,10,Mistake,1200
74,534,65,7,Mistake,1200
11,51,69,32,Mistake,1200
13,-12,69,32,Mistake,1200
16,83,86,32,Mistake,1200
17,0,81,32,Mistake,1200
18,89,71,32,Mistake,1200
20,-1,58,32,Mistake,1200
21,38,110,32,Mistake,1200
26,68,86,32,Mistake,1200
27,13,107,32,Mistake,1200
28,123,68,32,Mistake,1200
41,-88,88,28,Mistake,1200
43,-190,67,28,Mistake,1200
45,-197,52,28,Mistake,1200
46,240,78,28,Mistake,1200
47,-166,60,28,Mistake,1200
51,-212,74,28,Mistake,1200
54,259,78,28,Mistake,1200
55,-160,75,28,Mistake,1200
57,-211,57,28,Mistake,1200
62,344,123,26,Mistake,1200
64,231,80,24,Mistake,1200
66,258,134,23,Mistake,1200
67,-124,179,23,Blunder,1200
71,-235,97,22,Mistake,1200
72,315,88,22,Mistake,1200
75,-234,52,20,Mistake,1200
87,-284,186,19,Blunder,1200
90,569,222,19,Blunder,1200
94,556,249,19,Blunder,1200
97,-312,89,19,Mistake,1200
99,-432,71,18,Mistake,1200
101,-534,73,17,Mistake,1200
112,906,52,12,Mistake,1200
22,-51,75,28,Mistake,1200
28,-153,51,28,Mistake,1200
33,279,97,26,Mistake,1200
35,181,119,25,Mistake,1200
37,26,375,25,Blunder,1200
39,-375,73,24,Mistake,1200
40,472,547,24,Blunder,1200
41,83,168,24,Blunder,1200
45,-63,76,22,Mistake,1200
46,164,65,22,Mistake,1200
48,107,56,22,Mistake,1200
52,119,82,22,Mistake,1200
58,0,491,22,Blunder,1200
16,-15,55,30,Mistake,1200
18,-38,124,30,Mistake,1200
20,-133,139,30,Mistake,1200
25,236,78,28,Mistake,1200
29,219,123,28,Mistake,1200
32,-96,109,25,Mistake,1200
38,-193,74,23,Mistake,1200
43,258,68,21,Mistake,1200
45,153,56,21,Mistake,1200
46,-85,143,21,Mistake,1200
51,233,60,21,Mistake,1200
56,-179,55,19,Mistake,1200
67,295,147,17,Mistake,1200
71,153,127,17,Mistake,1200
78,-44,91,15,Mistake,1200
87,174,96,13,Mistake,1200
88,-71,103,13,Mistake,1200
89,199,172,13,Blunder,1200
92,-39,63,11,Mistake,1200
94,-153,84,11,Mistake,1200
95,208,118,11,Mistake,1200
97,183,86,11,Mistake,1200
9,77,54,32,Mistake,1200
17,65,54,28,Mistake,1200
35,-94,74,26,Mistake,1200
45,-210,313,25,Blunder,1200
46,507,203,25,Blunder,1200
51,-332,62,24,Mistake,1200
52,417,78,24,Mistake,1200
54,342,69,24,Mistake,1200
56,329,58,24,Mistake,1200
63,-381,68,22,Mistake,1200
64,480,480,21,Blunder,1200
2,-34,69,32,Mistake,1200
9,104,104,32,Mistake,1200
10,-2,91,32,Mistake,1200
14,-96,50,32,Mistake,1200
18,-141,55,32,Mistake,1200
28,-169,112,32,Mistake,1200
29,283,101,32,Mistake,1200
30,-194,80,32,Mistake,1200
32,-251,78,32,Mistake,1200
34,-318,209,32,Blunder,1200
40,-476,70,30,Mistake,1200
46,-675,242,27,Blunder,1200
6,-26,55,32,Mistake,1200
12,0,59,32,Mistake,1200
20,-74,55,30,Mistake,1200
21,127,62,30,Mistake,1200
25,112,65,30,Mistake,1200
42,37,81,26,Mistake,1200
43,52,77,26,Mistake,1200
51,10,199,25,Blunder,1200
54,245,234,23,Blunder,1200
62,-19,58,20,Mistake,1200
66,-93,433,20,Blunder,1200
12,-44,54,30,Mistake,1200
14,-65,51,30,Mistake,1200
16,-115,76,29,Mistake,1200
22,-207,69,26,Mistake,1200
24,-247,76,26,Mistake,1200
25,288,53,26,Mistake,1200
31,250,50,24,Mistake,1200
32,-210,76,24,Mistake,1200
33,282,63,24,Mistake,1200
36,-238,266,22,Blunder,1200
39,526,351,20,Blunder,1200
44,-196,168,20,Blunder,1200
46,-351,116,20,Mistake,1200
49,447,132,19,Mistake,1200
52,-247,87,17,Mistake,1200
53,362,241,17,Blunder,1200
55,163,149,17,Mistake,1200
72,0,331,12,Blunder,1200
87,584,88,9,Mistake,1200
98,-660,9325,7,Blunder,1200
28,34,52,27,Mistake,1200
31,31,56,24,Mistake,1200
32,-26,69,26,Mistake,1200
35,81,233,26,Blunder,1200
40,143,174,24,Blunder,1200
45,-42,120,24,Mistake,1200
47,-99,105,24,Mistake,1200
48,197,67,24,Mistake,1200
49,-131,55,24,Mistake,1200
52,138,369,24,Blunder,1200
53,272,272,23,Blunder,1200
55,0,112,22,Mistake,1200
56,132,95,22,Mistake,1200
57,-59,87,22,Mistake,1200
63,-139,53,21,Mistake,1200
67,-178,258,21,Blunder,1200
68,458,73,21,Mistake,1200
73,-601,232,19,Blunder,1200
16,1,85,32,Mistake,1200
34,-33,55,24,Mistake,1200
35,93,86,24,Mistake,1200
35,-38,52,24,Mistake,1200
46,101,67,24,Mistake,1200
49,34,67,24,Mistake,1200
50,34,64,24,Mistake,1200
51,40,139,24,Mistake,1200
54,117,81,24,Mistake,1200
65,-40,94,20,Mistake,1200
70,62,67,19,Mistake,1200
87,6,89,18,Mistake,1200
88,100,100,18,Mistake,1200
91,-395,363,18,Blunder,1200
23,37,76,26,Mistake,1200
24,36,59,26,Mistake,1200
46,-106,53,22,Mistake,1200
48,-88,149,22,Mistake,1200
52,-258,76,22,Mistake,1200
55,425,69,22,Mistake,1200
60,-378,113,21,Mistake,1200
63,525,81,21,Mistake,1200
65,507,84,19,Mistake,1200
66,-436,93,19,Mistake,1200
67,532,89,19,Mistake,1200
12,2,64,30,Mistake,1200
14,-7,81,30,Mistake,1200
28,-147,59,26,Mistake,1200
30,-192,102,26,Mistake,1200
39,440,222,22,Blunder,1200
40,-193,224,22,Blunder,1200
58,-444,269,16,Blunder,1200
31,7,59,26,Mistake,1200
35,37,96,26,Mistake,1200
37,-26,64,26,Mistake,1200
44,111,112,25,Mistake,1200
49,1,52,25,Mistake,1200
50,60,60,25,Mistake,1200
54,38,77,25,Mistake,1200
55,50,136,25,Mistake,1200
56,76,131,25,Mistake,1200
61,80,78,24,Mistake,1200
67,103,80,22,Mistake,1200
79,108,53,18,Mistake,1200
85,136,104,14,Mistake,1200
88,0,193,14,Blunder,1200
95,350,76,12,Mistake,1200
96,-250,546,12,Blunder,1200
99,960,654,11,Blunder,1200
100,-442,74,11,Mistake,1200
104,-968,164,11,Blunder,1200
109,1075,525,10,Blunder,1200
114,-556,83,9,Mistake,1200
16,-15,55,30,Mistake,1200
17,72,72,30,Mistake,1200
23,47,51,28,Mistake,1200
50,97,98,24,Mistake,1200
55,0,81,24,Mistake,1200
67,-22,61,23,Mistake,1200
72,75,59,23,Mistake,1200
80,-32,53,19,Mistake,1200
82,-153,84,19,Mistake,1200
84,-268,90,18,Mistake,1200
86,-420,67,18,Mistake,1200
89,635,340,18,Blunder,1200
90,-368,187,17,Blunder,1200
91,580,470,16,Blunder,1200
93,171,171,16,Blunder,1200
94,-37,326,16,Blunder,1200
99,374,178,15,Blunder,1200
102,-205,61,14,Mistake,1200
103,266,238,14,Blunder,1200
130,14,313,9,Blunder,1200
144,-422,245,7,Blunder,1200
16,-15,55,30,Mistake,1200
17,72,72,30,Mistake,1200
36,75,60,28,Mistake,1200
53,-4,62,24,Mistake,1200
56,55,88,24,Mistake,1200
57,33,79,24,Mistake,1200
90,0,60,22,Mistake,1200
9,77,54,32,Mistake,1200
37,35,53,28,Mistake,1200
45,40,69,24,Mistake,1200
46,33,115,24,Mistake,1200
47,74,101,24,Mistake,1200
49,0,64,24,Mistake,1200
55,-54,93,21,Mistake,1200
58,242,242,21,Blunder,1200
60,0,106,21,Mistake,1200
64,-123,83,19,Mistake,1200
65,192,111,19,Mistake,1200
66,-58,330,19,Blunder,1200
70,-395,59,19,Mistake,1200
72,-540,91,19,Mistake,1200
